0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0
0	1	2	0	0	0	0	0	0
4	1	2	2	2	4	8	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
4	9	5	9	23	9	7	0	2
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	1	0	1	1	0	0	0
4	4	4	8	9	6	2	1	4
2	9	6	7	14	14	8	2	3
3	6	7	9	8	13	10	0	1
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
2	3	6	2	2	1	1	0	1
3	6	1	8	7	4	4	3	4
7	10	12	9	9	10	6	3	1
6	8	7	4	5	11	2	2	2
19	26	23	29	28	25	7	1	3
32	28	26	30	53	48	20	3	11
10	7	12	10	9	12	8	1	2
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
2	2	7	3	2	3	4	0	1
15	10	7	5	8	7	12	2	5
11	14	14	17	19	13	15	2	4
18	24	22	19	21	23	10	6	4
1	4	2	9	3	3	1	0	1
15	12	10	11	19	12	11	3	4
16	25	12	25	23	19	19	2	2
19	23	24	15	24	18	13	5	2
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
2	5	2	3	3	5	1	0	0
1	0	3	2	3	1	3	1	1
8	12	8	11	11	13	3	6	0
15	31	19	10	20	17	19	8	7
12	10	15	8	16	7	7	3	4
14	16	17	10	14	21	7	1	3
8	26	25	21	31	24	8	3	7
13	11	13	7	15	14	10	0	2
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
2	2	4	3	5	1	3	0	0
6	14	4	3	9	9	10	3	4
20	29	27	16	32	29	12	5	8
12	7	12	9	20	12	8	3	2
11	10	12	14	11	19	12	4	4
23	25	23	28	26	29	15	3	1
17	19	25	15	18	21	13	4	4
36	48	46	53	48	41	15	5	9
22	34	21	18	21	28	9	5	4
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
5	5	4	5	9	7	8	0	0
17	15	22	15	26	17	14	4	7
20	23	28	20	34	38	15	4	3
16	27	16	26	30	30	12	6	8
6	14	14	9	15	24	14	4	4
29	35	33	31	26	34	16	1	4
14	23	11	17	8	14	6	3	0
25	37	41	27	46	42	12	3	13
28	20	22	33	43	24	6	1	4
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
6	16	12	6	9	9	2	4	2
4	2	9	3	3	2	1	2	1
5	3	3	3	5	3	4	0	2
23	22	22	23	26	27	8	3	4
16	20	20	19	16	17	7	3	2
41	57	40	66	59	47	29	9	6
42	40	48	47	78	59	30	13	11
23	30	35	41	33	34	19	2	6
39	34	37	30	31	21	18	2	2
64	69	57	59	68	60	24	3	4
46	47	43	54	53	33	23	6	6
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	6	4	2	5	6	1	0	2
14	13	12	20	21	10	2	3	4
10	17	18	19	12	10	10	1	2
28	21	23	28	28	15	8	6	2
27	41	32	20	36	20	10	5	4
22	30	26	20	38	37	17	6	6
46	52	46	63	68	58	38	10	14
28	28	25	31	45	25	13	5	6
30	38	35	42	49	35	5	4	7
86	98	93	99	97	39	13	2	14
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
4	5	8	4	3	8	3	1	3
19	28	16	14	30	21	10	8	4
5	17	9	10	10	10	7	1	2
15	34	26	24	42	29	19	6	8
34	36	30	30	36	35	12	4	9
45	57	57	35	58	49	23	1	13
40	47	45	49	56	32	17	6	9
32	60	44	49	54	51	20	6	8
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0
1	1	2	4	2	1	0	0	1
9	8	8	7	15	14	3	3	1
76	119	84	91	101	105	57	18	26
32	30	28	18	26	32	23	10	10
30	40	35	40	46	38	18	8	8
12	8	18	16	20	5	6	3	2
42	52	50	45	50	45	16	4	8
78	97	88	79	93	60	29	7	13
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	1	2	2	2	0	0
1	4	3	1	0	1	0	0	0
9	9	9	4	7	8	7	0	5
13	19	13	15	16	14	16	0	5
4	10	8	16	9	10	4	1	2
55	64	52	62	45	54	19	4	12
32	44	40	32	49	39	9	1	6
19	32	27	32	36	19	18	4	7
51	63	61	69	59	53	30	3	10
32	49	35	51	40	38	13	4	7
96	127	95	105	122	121	64	22	21
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
10	12	13	6	7	14	9	0	4
10	16	7	10	13	22	4	0	5
9	14	8	8	5	11	8	1	2
50	35	46	47	54	55	34	12	14
29	33	28	38	37	31	17	9	3
31	43	38	49	40	51	32	3	9
60	70	72	70	92	67	19	9	12
28	28	31	30	31	23	6	2	4
20	29	27	33	39	26	15	4	12
63	87	58	72	73	62	22	8	12
67	100	80	78	79	86	37	9	23
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
3	8	4	7	6	11	3	1	5
7	10	5	9	5	11	9	0	1
21	17	24	24	40	31	23	6	10
35	46	39	46	37	44	26	10	13
29	40	36	42	51	51	29	6	11
21	24	26	31	19	38	18	7	4
44	47	55	59	63	51	26	3	13
39	45	33	29	33	39	7	2	9
39	53	34	52	59	54	24	6	10
52	66	57	51	51	37	20	5	12
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
13	9	12	14	15	10	9	1	2
20	21	19	22	23	27	12	2	5
7	8	9	6	5	10	4	4	2
5	6	8	2	15	10	6	3	3
27	28	15	24	25	30	17	4	7
27	39	51	40	43	33	22	5	8
33	26	36	28	35	33	13	3	6
42	66	43	54	73	64	18	13	6
53	80	50	59	78	80	21	4	12
70	100	90	95	89	83	27	13	23
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
9	20	16	12	10	18	3	2	2
152	180	155	182	216	254	132	40	40
95	128	100	113	133	128	62	33	24
42	58	34	44	55	65	38	10	17
17	13	19	19	25	29	10	3	3
17	28	18	18	38	25	15	5	10
48	70	54	69	58	60	36	5	13
58	58	54	47	61	61	30	9	6
49	63	51	78	51	54	30	9	8
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	9	3	5	11	9	1	1	2
4	9	8	2	5	8	5	2	4
10	9	9	4	9	9	6	0	1
13	11	13	10	18	21	6	1	7
18	18	10	20	23	22	16	6	4
14	13	17	22	13	23	11	2	4
25	55	39	34	39	37	27	11	12
24	20	36	27	32	37	21	5	14
24	21	27	32	26	23	10	7	5
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	1	1	0	1	0	0	0	0
1	3	5	1	3	5	1	1	0
13	18	12	12	16	19	14	1	7
15	21	14	8	19	13	9	2	1
16	13	15	17	16	20	8	1	1
50	42	44	44	60	52	36	2	11
15	20	24	28	23	19	16	1	2
39	33	36	44	48	51	31	8	12
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	0	1	0	3	0	1	0	0
35	30	34	33	35	42	30	2	8
9	22	21	14	12	11	6	2	2
2	15	10	5	10	10	6	7	1
9	19	12	16	18	21	11	2	1
2	14	12	7	3	14	2	1	4
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
4	4	1	5	3	3	4	0	0
15	12	15	16	18	11	13	3	5
3	3	4	4	3	3	0	0	0
8	16	9	13	14	10	10	3	3
12	10	10	8	6	9	9	2	1
15	29	13	21	26	21	18	6	3
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	1	1	1	4	3	0	0	0
5	6	5	10	6	13	1	0	1
