0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
4	5	3	7	9	6	1	1	4
10	18	14	16	28	19	14	0	3
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
12	15	14	18	15	7	13	2	6
17	31	32	24	33	32	21	12	9
35	47	35	50	58	46	24	3	8
68	76	78	85	113	112	68	8	20
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
30	32	37	25	31	42	24	7	11
59	81	66	45	63	63	42	17	17
52	62	78	69	75	74	43	12	14
59	95	79	71	95	102	41	10	18
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	3	2	0	1	2	0	0	1
19	18	21	17	28	18	22	3	6
78	90	93	78	114	108	54	16	18
67	85	77	77	117	111	50	18	17
128	164	131	138	122	133	60	14	20
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
17	28	27	16	22	16	4	8	5
51	69	63	67	74	56	32	11	11
87	119	104	87	109	82	43	21	13
189	208	200	217	267	216	124	30	44
167	182	177	195	227	132	59	13	32
135	152	154	162	148	85	42	8	20
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
3	9	11	6	6	7	7	0	5
121	171	127	143	150	155	73	23	43
109	138	114	96	133	133	66	21	39
82	115	115	113	130	88	48	12	22
256	335	285	309	363	265	132	32	59
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
27	38	27	23	26	45	20	2	12
73	66	57	63	70	76	56	9	16
113	128	125	139	164	140	79	28	22
161	201	200	200	222	201	76	21	35
149	200	150	186	195	167	72	14	36
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
24	24	29	34	30	36	22	3	9
54	67	66	56	75	81	38	18	21
102	131	106	121	120	142	90	22	30
123	150	151	162	159	150	75	13	34
198	278	207	219	281	277	90	28	42
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
239	295	246	275	337	373	185	67	63
72	92	64	72	99	105	55	14	30
116	127	100	122	141	141	84	14	30
128	127	163	156	150	145	84	23	38
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
6	5	7	5	3	7	4	0	2
65	75	73	53	73	76	60	6	11
26	50	41	39	40	44	28	13	5
46	79	60	66	75	82	52	13	11
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
17	6	14	15	25	12	7	2	5
25	29	20	29	23	29	15	1	5
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0
20	25	20	16	30	19	14	4	6
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
